system:time_start,Uttaranchal
"Jan 1, 2008",0
"Jan 2, 2008",0
"Jan 3, 2008",0
"Jan 4, 2008",0
"Jan 5, 2008",0.004
"Jan 6, 2008",0.006
"Jan 7, 2008",0
"Jan 8, 2008",0.011
"Jan 9, 2008",0.016
"Jan 10, 2008",0.009
"Jan 11, 2008",0
"Jan 12, 2008",0.001
"Jan 13, 2008",0.001
"Jan 14, 2008",0
"Jan 15, 2008",0
"Jan 16, 2008",0.007
"Jan 17, 2008",0.023
"Jan 18, 2008",0.025
"Jan 19, 2008",0.002
"Jan 20, 2008",0.002
"Jan 21, 2008",0
"Jan 22, 2008",0.001
"Jan 23, 2008",0.003
"Jan 24, 2008",0
"Jan 25, 2008",0.003
"Jan 26, 2008",0.002
"Jan 27, 2008",0
"Jan 28, 2008",0.002
"Jan 29, 2008",0.006
"Jan 30, 2008",0.003
"Jan 31, 2008",0.002
"Feb 1, 2008",0
"Feb 2, 2008",0.002
"Feb 3, 2008",0.008
"Feb 4, 2008",0.001
"Feb 5, 2008",0.003
"Feb 6, 2008",0.009
"Feb 7, 2008",0.005
"Feb 8, 2008",0.008
"Feb 9, 2008",0
"Feb 10, 2008",0
"Feb 11, 2008",0
"Feb 12, 2008",0
"Feb 13, 2008",0
"Feb 14, 2008",0
"Feb 15, 2008",0
"Feb 16, 2008",0
"Feb 17, 2008",0.001
"Feb 18, 2008",0.003
"Feb 19, 2008",0.002
"Feb 20, 2008",0
"Feb 21, 2008",0.001
"Feb 22, 2008",0.004
"Feb 23, 2008",0.006
"Feb 24, 2008",0.002
"Feb 25, 2008",0.001
"Feb 26, 2008",0.001
"Feb 27, 2008",0
"Feb 28, 2008",0
"Feb 29, 2008",0
"Mar 1, 2008",0
"Mar 2, 2008",0
"Mar 3, 2008",0.001
"Mar 4, 2008",0.001
"Mar 5, 2008",0
"Mar 6, 2008",0
"Mar 7, 2008",0
"Mar 8, 2008",0
"Mar 9, 2008",0
"Mar 10, 2008",0
"Mar 11, 2008",0
"Mar 12, 2008",0.001
"Mar 13, 2008",0.006
"Mar 14, 2008",0.001
"Mar 15, 2008",0.001
"Mar 16, 2008",0
"Mar 17, 2008",0
"Mar 18, 2008",0.001
"Mar 19, 2008",0.003
"Mar 20, 2008",0
"Mar 21, 2008",0
"Mar 22, 2008",0.001
"Mar 23, 2008",0
"Mar 24, 2008",0
"Mar 25, 2008",0
"Mar 26, 2008",0
"Mar 27, 2008",0
"Mar 28, 2008",0.001
"Mar 29, 2008",0.002
"Mar 30, 2008",0
"Mar 31, 2008",0.003
"Apr 1, 2008",0.003
"Apr 2, 2008",0.001
"Apr 3, 2008",0.005
"Apr 4, 2008",0.004
