system:time_start,Uttaranchal
"Jan 1, 2011",0
"Jan 2, 2011",0
"Jan 3, 2011",0
"Jan 4, 2011",0
"Jan 5, 2011",0
"Jan 6, 2011",0
"Jan 7, 2011",0
"Jan 8, 2011",0.002
"Jan 9, 2011",0.001
"Jan 10, 2011",0
"Jan 11, 2011",0
"Jan 12, 2011",0
"Jan 13, 2011",0
"Jan 14, 2011",0.009
"Jan 15, 2011",0.014
"Jan 16, 2011",0.001
"Jan 17, 2011",0.002
"Jan 18, 2011",0.001
"Jan 19, 2011",0
"Jan 20, 2011",0.001
"Jan 21, 2011",0.001
"Jan 22, 2011",0.001
"Jan 23, 2011",0
"Jan 24, 2011",0
"Jan 25, 2011",0.001
"Jan 26, 2011",0
"Jan 27, 2011",0
"Jan 28, 2011",0
"Jan 29, 2011",0.002
"Jan 30, 2011",0.004
"Jan 31, 2011",0
"Feb 1, 2011",0
"Feb 2, 2011",0
"Feb 3, 2011",0
"Feb 4, 2011",0.001
"Feb 5, 2011",0.001
"Feb 6, 2011",0.007
"Feb 7, 2011",0.027
"Feb 8, 2011",0
"Feb 9, 2011",0
"Feb 10, 2011",0
"Feb 11, 2011",0
"Feb 12, 2011",0.002
"Feb 13, 2011",0.014
"Feb 14, 2011",0.016
"Feb 15, 2011",0.019
"Feb 16, 2011",0.011
"Feb 17, 2011",0.002
"Feb 18, 2011",0
"Feb 19, 2011",0.001
"Feb 20, 2011",0.001
"Feb 21, 2011",0
"Feb 22, 2011",0
"Feb 23, 2011",0.004
"Feb 24, 2011",0.003
"Feb 25, 2011",0.005
"Feb 26, 2011",0.007
"Feb 27, 2011",0
"Feb 28, 2011",0.002
"Mar 1, 2011",0.006
"Mar 2, 2011",0.009
"Mar 3, 2011",0.014
"Mar 4, 2011",0.003
"Mar 5, 2011",0
"Mar 6, 2011",0
"Mar 7, 2011",0
"Mar 8, 2011",0.001
"Mar 9, 2011",0.002
"Mar 10, 2011",0.001
"Mar 11, 2011",0
"Mar 12, 2011",0
"Mar 13, 2011",0
"Mar 14, 2011",0
"Mar 15, 2011",0
"Mar 16, 2011",0
"Mar 17, 2011",0
"Mar 18, 2011",0.003
"Mar 19, 2011",0.01
"Mar 20, 2011",0.006
"Mar 21, 2011",0
"Mar 22, 2011",0
"Mar 23, 2011",0
"Mar 24, 2011",0
"Mar 25, 2011",0
"Mar 26, 2011",0
"Mar 27, 2011",0.001
"Mar 28, 2011",0.002
"Mar 29, 2011",0.005
"Mar 30, 2011",0.001
"Mar 31, 2011",0
"Apr 1, 2011",0.001
"Apr 2, 2011",0.003
"Apr 3, 2011",0.004
"Apr 4, 2011",0
"Apr 5, 2011",0.002
"Apr 6, 2011",0.004
"Apr 7, 2011",0.002
"Apr 8, 2011",0
"Apr 9, 2011",0
"Apr 10, 2011",0.002
"Apr 11, 2011",0.003
"Apr 12, 2011",0.004
"Apr 13, 2011",0.003
"Apr 14, 2011",0.002
"Apr 15, 2011",0.001
"Apr 16, 2011",0.001
"Apr 17, 2011",0.019
"Apr 18, 2011",0.007
"Apr 19, 2011",0.003
"Apr 20, 2011",0.001
"Apr 21, 2011",0
"Apr 22, 2011",0.001
"Apr 23, 2011",0
"Apr 24, 2011",0
"Apr 25, 2011",0
"Apr 26, 2011",0
"Apr 27, 2011",0.001
"Apr 28, 2011",0.002
"Apr 29, 2011",0.001
"Apr 30, 2011",0.001
"May 1, 2011",0
"May 2, 2011",0.002
"May 3, 2011",0
"May 4, 2011",0
"May 5, 2011",0.002
"May 6, 2011",0.006
"May 7, 2011",0.005
"May 8, 2011",0.001
"May 9, 2011",0
"May 10, 2011",0
"May 11, 2011",0
"May 12, 2011",0
"May 13, 2011",0.002
"May 14, 2011",0.001
"May 15, 2011",0.001
"May 16, 2011",0.001
"May 17, 2011",0.001
"May 18, 2011",0.002
"May 19, 2011",0.003
"May 20, 2011",0.002
"May 21, 2011",0.003
"May 22, 2011",0.005
"May 23, 2011",0.001
"May 24, 2011",0
"May 25, 2011",0.001
"May 26, 2011",0.005
"May 27, 2011",0.004
"May 28, 2011",0.002
"May 29, 2011",0.005
"May 30, 2011",0.008
"May 31, 2011",0.005
"Jun 1, 2011",0.008
"Jun 2, 2011",0.01
"Jun 3, 2011",0
"Jun 4, 2011",0
"Jun 5, 2011",0.001
"Jun 6, 2011",0.003
"Jun 7, 2011",0.005
"Jun 8, 2011",0.003
"Jun 9, 2011",0.007
"Jun 10, 2011",0.004
"Jun 11, 2011",0.002
"Jun 12, 2011",0.005
"Jun 13, 2011",0.003
"Jun 14, 2011",0.009
"Jun 15, 2011",0.004
"Jun 16, 2011",0.008
"Jun 17, 2011",0.009
"Jun 18, 2011",0.008
"Jun 19, 2011",0.007
"Jun 20, 2011",0.003
"Jun 21, 2011",0.003
"Jun 22, 2011",0.01
"Jun 23, 2011",0.009
"Jun 24, 2011",0.007
"Jun 25, 2011",0.027
"Jun 26, 2011",0.04
"Jun 27, 2011",0.014
"Jun 28, 2011",0.019
"Jun 29, 2011",0.015
"Jun 30, 2011",0.013
"Jul 1, 2011",0.005
"Jul 2, 2011",0.007
"Jul 3, 2011",0.012
"Jul 4, 2011",0.003
"Jul 5, 2011",0.009
"Jul 6, 2011",0.013
"Jul 7, 2011",0.013
"Jul 8, 2011",0.013
"Jul 9, 2011",0.011
"Jul 10, 2011",0.012
"Jul 11, 2011",0.011
"Jul 12, 2011",0.014
"Jul 13, 2011",0.011
"Jul 14, 2011",0.013
"Jul 15, 2011",0.012
"Jul 16, 2011",0.018
"Jul 17, 2011",0.012
"Jul 18, 2011",0.011
"Jul 19, 2011",0.013
"Jul 20, 2011",0.023
"Jul 21, 2011",0.009
"Jul 22, 2011",0.009
"Jul 23, 2011",0.014
"Jul 24, 2011",0.012
"Jul 25, 2011",0.009
"Jul 26, 2011",0.008
"Jul 27, 2011",0.012
"Jul 28, 2011",0.016
"Jul 29, 2011",0.015
"Jul 30, 2011",0.006
"Jul 31, 2011",0.011
"Aug 1, 2011",0.01
"Aug 2, 2011",0.01
"Aug 3, 2011",0.028
"Aug 4, 2011",0.016
"Aug 5, 2011",0.008
"Aug 6, 2011",0.008
"Aug 7, 2011",0.016
"Aug 8, 2011",0.012
"Aug 9, 2011",0.014
"Aug 10, 2011",0.014
"Aug 11, 2011",0.017
"Aug 12, 2011",0.016
"Aug 13, 2011",0.008
"Aug 14, 2011",0.011
"Aug 15, 2011",0.074
"Aug 16, 2011",0.049
"Aug 17, 2011",0.049
"Aug 18, 2011",0.009
"Aug 19, 2011",0.013
"Aug 20, 2011",0.009
"Aug 21, 2011",0.005
"Aug 22, 2011",0.01
"Aug 23, 2011",0.025
"Aug 24, 2011",0.009
"Aug 25, 2011",0.006
"Aug 26, 2011",0.014
"Aug 27, 2011",0.021
"Aug 28, 2011",0.005
"Aug 29, 2011",0.005
"Aug 30, 2011",0.008
"Aug 31, 2011",0.01
"Sep 1, 2011",0.007
"Sep 2, 2011",0.005
"Sep 3, 2011",0.006
"Sep 4, 2011",0.004
"Sep 5, 2011",0.002
"Sep 6, 2011",0.005
"Sep 7, 2011",0.007
"Sep 8, 2011",0.017
"Sep 9, 2011",0.034
"Sep 10, 2011",0.008
"Sep 11, 2011",0.011
"Sep 12, 2011",0.007
"Sep 13, 2011",0.005
"Sep 14, 2011",0.008
"Sep 15, 2011",0.008
"Sep 16, 2011",0.007
"Sep 17, 2011",0.001
"Sep 18, 2011",0.001
"Sep 19, 2011",0
"Sep 20, 2011",0.001
"Sep 21, 2011",0.001
"Sep 22, 2011",0.002
"Sep 23, 2011",0.001
"Sep 24, 2011",0.001
"Sep 25, 2011",0.001
"Sep 26, 2011",0.001
"Sep 27, 2011",0.002
"Sep 28, 2011",0.001
"Sep 29, 2011",0.001
"Sep 30, 2011",0.001
"Oct 1, 2011",0.001
"Oct 2, 2011",0.002
"Oct 3, 2011",0.001
"Oct 4, 2011",0.002
"Oct 5, 2011",0.003
"Oct 6, 2011",0.002
"Oct 7, 2011",0.002
"Oct 8, 2011",0.002
"Oct 9, 2011",0
"Oct 10, 2011",0
"Oct 11, 2011",0
"Oct 12, 2011",0
"Oct 13, 2011",0
"Oct 14, 2011",0.001
"Oct 15, 2011",0
"Oct 16, 2011",0
"Oct 17, 2011",0
"Oct 18, 2011",0
"Oct 19, 2011",0
"Oct 20, 2011",0.001
"Oct 21, 2011",0.001
"Oct 22, 2011",0
"Oct 23, 2011",0
"Oct 24, 2011",0
"Oct 25, 2011",0.001
"Oct 26, 2011",0
"Oct 27, 2011",0
"Oct 28, 2011",0
"Oct 29, 2011",0.001
"Oct 30, 2011",0.001
"Oct 31, 2011",0.002
"Nov 1, 2011",0.002
"Nov 2, 2011",0.001
"Nov 3, 2011",0.001
"Nov 4, 2011",0.001
"Nov 5, 2011",0.001
"Nov 6, 2011",0.001
"Nov 7, 2011",0
"Nov 8, 2011",0
"Nov 9, 2011",0
"Nov 10, 2011",0.001
"Nov 11, 2011",0.002
"Nov 12, 2011",0
"Nov 13, 2011",0.001
"Nov 14, 2011",0.002
"Nov 15, 2011",0.001
"Nov 16, 2011",0.001
"Nov 17, 2011",0
"Nov 18, 2011",0
"Nov 19, 2011",0
"Nov 20, 2011",0
"Nov 21, 2011",0
"Nov 22, 2011",0.001
"Nov 23, 2011",0
"Nov 24, 2011",0
"Nov 25, 2011",0
"Nov 26, 2011",0
"Nov 27, 2011",0
"Nov 28, 2011",0
"Nov 29, 2011",0
"Nov 30, 2011",0
"Dec 1, 2011",0
"Dec 2, 2011",0
"Dec 3, 2011",0.001
"Dec 4, 2011",0
"Dec 5, 2011",0
"Dec 6, 2011",0
"Dec 7, 2011",0
"Dec 8, 2011",0.001
"Dec 9, 2011",0.004
"Dec 10, 2011",0.001
"Dec 11, 2011",0.001
"Dec 12, 2011",0.001
"Dec 13, 2011",0
"Dec 14, 2011",0
"Dec 15, 2011",0
"Dec 16, 2011",0
"Dec 17, 2011",0
"Dec 18, 2011",0
"Dec 19, 2011",0
"Dec 20, 2011",0
"Dec 21, 2011",0
"Dec 22, 2011",0
"Dec 23, 2011",0
"Dec 24, 2011",0
"Dec 25, 2011",0
"Dec 26, 2011",0
"Dec 27, 2011",0
"Dec 28, 2011",0
"Dec 29, 2011",0
"Dec 30, 2011",0
"Dec 31, 2011",0.001
"Jan 1, 2012",0.005
"Jan 2, 2012",0.001
"Jan 3, 2012",0.001
"Jan 4, 2012",0.004
"Jan 5, 2012",0.002
"Jan 6, 2012",0.008
"Jan 7, 2012",0.01
"Jan 8, 2012",0.004
"Jan 9, 2012",0.004
"Jan 10, 2012",0
"Jan 11, 2012",0.001
"Jan 12, 2012",0.002
"Jan 13, 2012",0
"Jan 14, 2012",0
"Jan 15, 2012",0.02
"Jan 16, 2012",0.005
"Jan 17, 2012",0.001
"Jan 18, 2012",0.003
"Jan 19, 2012",0.002
"Jan 20, 2012",0.001
"Jan 21, 2012",0
"Jan 22, 2012",0.004
"Jan 23, 2012",0
"Jan 24, 2012",0
"Jan 25, 2012",0.003
"Jan 26, 2012",0.002
"Jan 27, 2012",0
"Jan 28, 2012",0.001
"Jan 29, 2012",0
"Jan 30, 2012",0
"Jan 31, 2012",0
"Feb 1, 2012",0
"Feb 2, 2012",0
"Feb 3, 2012",0.003
"Feb 4, 2012",0.005
"Feb 5, 2012",0.005
"Feb 6, 2012",0
"Feb 7, 2012",0.008
"Feb 8, 2012",0.01
"Feb 9, 2012",0
"Feb 10, 2012",0
"Feb 11, 2012",0.002
"Feb 12, 2012",0.005
"Feb 13, 2012",0.013
"Feb 14, 2012",0.004
"Feb 15, 2012",0.003
"Feb 16, 2012",0.002
"Feb 17, 2012",0
"Feb 18, 2012",0
"Feb 19, 2012",0.001
"Feb 20, 2012",0.004
"Feb 21, 2012",0.007
"Feb 22, 2012",0.002
"Feb 23, 2012",0.001
"Feb 24, 2012",0.001
"Feb 25, 2012",0.002
