system:time_start,Uttaranchal
"Jan 1, 2009",0.357
"Jan 2, 2009",0.365
"Jan 3, 2009",0.188
"Jan 4, 2009",0.161
"Jan 5, 2009",0.133
"Jan 6, 2009",0.325
"Jan 7, 2009",0.29
"Jan 8, 2009",0.398
"Jan 9, 2009",0.308
"Jan 10, 2009",0.354
"Jan 11, 2009",0.411
"Jan 12, 2009",0.397
"Jan 13, 2009",0.393
"Jan 14, 2009",0.344
"Jan 15, 2009",0.358
"Jan 16, 2009",0.039
"Jan 17, 2009",0.056
"Jan 18, 2009",0.091
"Jan 19, 2009",0.36
"Jan 20, 2009",0.388
"Jan 21, 2009",0.137
"Jan 22, 2009",0.126
"Jan 23, 2009",0.274
"Jan 24, 2009",0.098
"Jan 25, 2009",0.085
"Jan 26, 2009",0.373
"Jan 27, 2009",0.405
"Jan 28, 2009",0.361
"Jan 29, 2009",0.356
"Jan 30, 2009",0.341
"Jan 31, 2009",0.366
"Feb 1, 2009",0.298
"Feb 2, 2009",0.394
"Feb 3, 2009",0.398
"Feb 4, 2009",0.335
"Feb 5, 2009",0.401
"Feb 6, 2009",0.368
"Feb 7, 2009",0.407
"Feb 8, 2009",0.409
"Feb 9, 2009",0.326
"Feb 10, 2009",0.089
"Feb 11, 2009",0.008
"Feb 12, 2009",0.304
"Feb 13, 2009",0.307
"Feb 14, 2009",0.3
"Feb 15, 2009",0.394
"Feb 16, 2009",0.394
"Feb 17, 2009",0.279
"Feb 18, 2009",0.407
"Feb 19, 2009",0.406
"Feb 20, 2009",0.263
"Feb 21, 2009",0.379
"Feb 22, 2009",0.302
"Feb 23, 2009",0.368
"Feb 24, 2009",0.187
"Feb 25, 2009",0.345
"Feb 26, 2009",0.356
"Feb 27, 2009",0.398
"Feb 28, 2009",0.388
"Mar 1, 2009",0.372
"Mar 2, 2009",0.383
"Mar 3, 2009",0.38
"Mar 4, 2009",0.067
"Mar 5, 2009",0.332
"Mar 6, 2009",0.37
"Mar 7, 2009",0.303
"Mar 8, 2009",0.294
"Mar 9, 2009",0.368
"Mar 10, 2009",0.316
"Mar 11, 2009",0.376
"Mar 12, 2009",0.376
"Mar 13, 2009",0.377
"Mar 14, 2009",0.367
"Mar 15, 2009",0.332
"Mar 16, 2009",0.36
"Mar 17, 2009",0.259
"Mar 18, 2009",0.361
"Mar 19, 2009",0.267
"Mar 20, 2009",0.147
"Mar 21, 2009",0.171
"Mar 22, 2009",0.156
"Mar 23, 2009",0.242
"Mar 24, 2009",0.331
"Mar 25, 2009",0.024
"Mar 26, 2009",0.209
"Mar 27, 2009",0.132
"Mar 28, 2009",0.245
"Mar 29, 2009",0.029
"Mar 30, 2009",0.253
"Mar 31, 2009",0.366
"Apr 1, 2009",0.34
"Apr 2, 2009",0.054
"Apr 3, 2009",0.265
"Apr 4, 2009",0.365
"Apr 5, 2009",0.358
"Apr 6, 2009",0.078
"Apr 7, 2009",0.262
"Apr 8, 2009",0.096
"Apr 9, 2009",0.18
"Apr 10, 2009",0.352
"Apr 11, 2009",0.376
"Apr 12, 2009",0.344
"Apr 13, 2009",0.371
"Apr 14, 2009",0.364
"Apr 15, 2009",0.314
"Apr 16, 2009",0.173
"Apr 17, 2009",0.353
"Apr 18, 2009",0.358
"Apr 19, 2009",0.351
"Apr 20, 2009",0.353
"Apr 21, 2009",0.227
"Apr 22, 2009",0.219
"Apr 23, 2009",0.347
"Apr 24, 2009",0.341
"Apr 25, 2009",0.321
"Apr 26, 2009",0.344
"Apr 27, 2009",0.282
"Apr 28, 2009",0.314
"Apr 29, 2009",0.281
"Apr 30, 2009",0.364
"May 1, 2009",0.338
"May 2, 2009",0.187
"May 3, 2009",0.274
"May 4, 2009",0.18
"May 5, 2009",0.222
"May 6, 2009",0.248
"May 7, 2009",0.212
"May 8, 2009",0.31
"May 9, 2009",0.087
"May 10, 2009",0.09
"May 11, 2009",0.145
"May 12, 2009",0.29
"May 13, 2009",0.164
"May 14, 2009",0.272
"May 15, 2009",0.234
"May 16, 2009",0.245
"May 17, 2009",0.205
"May 18, 2009",0.282
"May 19, 2009",0.206
"May 20, 2009",0.3
"May 21, 2009",0.303
"May 22, 2009",0.253
"May 23, 2009",0.345
"May 24, 2009",0.267
"May 25, 2009",0.21
"May 26, 2009",0.357
"May 27, 2009",0.259
"May 28, 2009",0.307
"May 29, 2009",0.191
"May 30, 2009",0.038
"May 31, 2009",0.36
"Jun 1, 2009",0.268
"Jun 2, 2009",0.377
"Jun 3, 2009",0.355
"Jun 4, 2009",0.369
"Jun 5, 2009",0.262
"Jun 6, 2009",0.376
"Jun 7, 2009",0.362
"Jun 8, 2009",0.388
"Jun 9, 2009",0.406
"Jun 10, 2009",0.415
"Jun 11, 2009",0.278
"Jun 12, 2009",0.336
"Jun 13, 2009",0.347
"Jun 14, 2009",0.334
"Jun 15, 2009",0.304
"Jun 16, 2009",0.121
"Jun 17, 2009",0.368
"Jun 18, 2009",0.384
