system:time_start,Uttaranchal
"Jan 1, 2012",-0.001
"Jan 2, 2012",0.333
"Jan 3, 2012",0.356
"Jan 4, 2012",0.354
"Jan 5, 2012",0.203
"Jan 6, 2012",0.282
"Jan 7, 2012",0.011
"Jan 8, 2012",0.069
"Jan 9, 2012",0.035
"Jan 10, 2012",0.202
"Jan 11, 2012",0.299
"Jan 12, 2012",0.142
"Jan 13, 2012",0.376
"Jan 14, 2012",0.361
"Jan 15, 2012",0.118
"Jan 16, 2012",0.04
"Jan 17, 2012",0.257
"Jan 18, 2012",0.226
"Jan 19, 2012",0.152
"Jan 20, 2012",0.234
"Jan 21, 2012",0.355
"Jan 22, 2012",0.009
"Jan 23, 2012",0.399
"Jan 24, 2012",0.396
"Jan 25, 2012",0.198
"Jan 26, 2012",0.357
"Jan 27, 2012",0.328
"Jan 28, 2012",0.335
"Jan 29, 2012",0.39
"Jan 30, 2012",0.388
"Jan 31, 2012",0.387
"Feb 1, 2012",0.354
"Feb 2, 2012",0.033
"Feb 3, 2012",0.263
"Feb 4, 2012",0.069
"Feb 5, 2012",0.102
"Feb 6, 2012",0.386
"Feb 7, 2012",0.258
"Feb 8, 2012",0.049
"Feb 9, 2012",0.362
"Feb 10, 2012",0.387
"Feb 11, 2012",0.361
"Feb 12, 2012",0.342
"Feb 13, 2012",0.008
"Feb 14, 2012",0.012
"Feb 15, 2012",0.127
"Feb 16, 2012",0.251
"Feb 17, 2012",0.332
"Feb 18, 2012",0.381
"Feb 19, 2012",0.342
"Feb 20, 2012",0.182
"Feb 21, 2012",0.281
"Feb 22, 2012",0.292
"Feb 23, 2012",0.371
"Feb 24, 2012",0.069
"Feb 25, 2012",0.082
"Feb 26, 2012",0.38
"Feb 27, 2012",0.201
"Feb 28, 2012",0.252
"Feb 29, 2012",0.338
"Mar 1, 2012",0.355
"Mar 2, 2012",0.363
"Mar 3, 2012",0.363
"Mar 4, 2012",0.199
"Mar 5, 2012",0.099
"Mar 6, 2012",0.176
"Mar 7, 2012",0.266
"Mar 8, 2012",0.238
"Mar 9, 2012",0.264
"Mar 10, 2012",0.337
"Mar 11, 2012",0.345
"Mar 12, 2012",0.356
"Mar 13, 2012",0.231
"Mar 14, 2012",0.343
"Mar 15, 2012",0.357
"Mar 16, 2012",0.27
"Mar 17, 2012",0.325
"Mar 18, 2012",0.284
"Mar 19, 2012",0.334
"Mar 20, 2012",0.296
"Mar 21, 2012",0.266
"Mar 22, 2012",0.339
"Mar 23, 2012",0.313
"Mar 24, 2012",0.337
"Mar 25, 2012",0.315
"Mar 26, 2012",0.191
"Mar 27, 2012",0.114
"Mar 28, 2012",0.338
"Mar 29, 2012",0.353
"Mar 30, 2012",0.344
"Mar 31, 2012",0.321
"Apr 1, 2012",0.134
"Apr 2, 2012",0.309
"Apr 3, 2012",0.244
"Apr 4, 2012",0.331
"Apr 5, 2012",0.254
"Apr 6, 2012",0.359
"Apr 7, 2012",0.339
"Apr 8, 2012",0.325
"Apr 9, 2012",0.231
"Apr 10, 2012",0.128
"Apr 11, 2012",0.095
"Apr 12, 2012",0.248
"Apr 13, 2012",0.008
"Apr 14, 2012",0.013
"Apr 15, 2012",0.156
"Apr 16, 2012",0.261
"Apr 17, 2012",0.082
"Apr 18, 2012",0.152
"Apr 19, 2012",0.363
"Apr 20, 2012",0.337
"Apr 21, 2012",0.261
"Apr 22, 2012",0.35
"Apr 23, 2012",0.351
"Apr 24, 2012",0.314
"Apr 25, 2012",0.205
"Apr 26, 2012",0.275
"Apr 27, 2012",0.306
"Apr 28, 2012",0.276
"Apr 29, 2012",0.193
"Apr 30, 2012",0.304
"May 1, 2012",0.308
"May 2, 2012",0.355
"May 3, 2012",0.312
"May 4, 2012",0.34
"May 5, 2012",0.245
"May 6, 2012",0.3
"May 7, 2012",0.293
"May 8, 2012",0.257
"May 9, 2012",0.317
"May 10, 2012",0.251
"May 11, 2012",0.124
"May 12, 2012",0.279
"May 13, 2012",0.338
"May 14, 2012",0.305
"May 15, 2012",0.33
"May 16, 2012",0.344
"May 17, 2012",0.317
"May 18, 2012",0.248
"May 19, 2012",0.246
"May 20, 2012",0.341
"May 21, 2012",0.23
"May 22, 2012",0.334
"May 23, 2012",0.348
"May 24, 2012",0.375
"May 25, 2012",0.351
"May 26, 2012",0.261
"May 27, 2012",0.319
"May 28, 2012",0.254
"May 29, 2012",0.321
"May 30, 2012",0.337
"May 31, 2012",0.362
"Jun 1, 2012",0.292
"Jun 2, 2012",0.319
"Jun 3, 2012",0.315
"Jun 4, 2012",0.266
"Jun 5, 2012",0.287
"Jun 6, 2012",0.162
"Jun 7, 2012",0.183
"Jun 8, 2012",0.246
"Jun 9, 2012",0.305
"Jun 10, 2012",0.341
"Jun 11, 2012",0.294
"Jun 12, 2012",0.339
"Jun 13, 2012",0.297
"Jun 14, 2012",0.307
"Jun 15, 2012",0.342
