system:time_start,Uttaranchal
"Jan 1, 2008",273.813
"Jan 2, 2008",273.072
"Jan 3, 2008",273.153
"Jan 4, 2008",274.146
"Jan 5, 2008",276.135
"Jan 6, 2008",274.45
"Jan 7, 2008",274.689
"Jan 8, 2008",277.425
"Jan 9, 2008",276.252
"Jan 10, 2008",275.332
"Jan 11, 2008",273.423
"Jan 12, 2008",274.331
"Jan 13, 2008",274.641
"Jan 14, 2008",274.806
"Jan 15, 2008",275.729
"Jan 16, 2008",277.904
"Jan 17, 2008",277.811
"Jan 18, 2008",274.692
"Jan 19, 2008",272.077
"Jan 20, 2008",270.908
"Jan 21, 2008",269.596
"Jan 22, 2008",270.27
"Jan 23, 2008",269.426
"Jan 24, 2008",268.676
"Jan 25, 2008",269.262
"Jan 26, 2008",269.243
"Jan 27, 2008",268.876
"Jan 28, 2008",271.012
"Jan 29, 2008",270.539
"Jan 30, 2008",269.051
"Jan 31, 2008",268.285
"Feb 1, 2008",270.02
"Feb 2, 2008",271.95
"Feb 3, 2008",272.208
"Feb 4, 2008",272.241
"Feb 5, 2008",272.437
"Feb 6, 2008",273.95
"Feb 7, 2008",274.081
"Feb 8, 2008",272.97
"Feb 9, 2008",271.93
"Feb 10, 2008",271.495
"Feb 11, 2008",271.666
"Feb 12, 2008",270.337
"Feb 13, 2008",271.893
"Feb 14, 2008",273.84
"Feb 15, 2008",274.526
"Feb 16, 2008",276.552
"Feb 17, 2008",276.306
"Feb 18, 2008",273.945
"Feb 19, 2008",273.993
"Feb 20, 2008",276.004
"Feb 21, 2008",277.901
"Feb 22, 2008",278.451
"Feb 23, 2008",278.314
"Feb 24, 2008",277.152
"Feb 25, 2008",274.78
"Feb 26, 2008",275.627
"Feb 27, 2008",277.859
"Feb 28, 2008",280.009
"Feb 29, 2008",280.031
"Mar 1, 2008",279.804
"Mar 2, 2008",278.795
"Mar 3, 2008",278.09
"Mar 4, 2008",278.483
"Mar 5, 2008",279.458
"Mar 6, 2008",280.374
"Mar 7, 2008",279.463
"Mar 8, 2008",280.387
"Mar 9, 2008",280.637
"Mar 10, 2008",280.486
"Mar 11, 2008",280.704
"Mar 12, 2008",281.011
"Mar 13, 2008",280.416
"Mar 14, 2008",280.156
"Mar 15, 2008",280.053
"Mar 16, 2008",281.364
"Mar 17, 2008",281.722
"Mar 18, 2008",282.144
"Mar 19, 2008",281.135
"Mar 20, 2008",280.898
"Mar 21, 2008",281.269
"Mar 22, 2008",281.813
"Mar 23, 2008",281.379
"Mar 24, 2008",280.983
"Mar 25, 2008",281.523
"Mar 26, 2008",281.405
"Mar 27, 2008",282.294
"Mar 28, 2008",282.225
"Mar 29, 2008",280.977
"Mar 30, 2008",281.654
"Mar 31, 2008",282.086
"Apr 1, 2008",280.588
"Apr 2, 2008",281.831
"Apr 3, 2008",280.451
"Apr 4, 2008",279.847
"Apr 5, 2008",279.042
"Apr 6, 2008",279.193
"Apr 7, 2008",281.282
"Apr 8, 2008",282.777
"Apr 9, 2008",283.357
"Apr 10, 2008",284.579
"Apr 11, 2008",285.59
"Apr 12, 2008",284.295
"Apr 13, 2008",284.298
"Apr 14, 2008",285.159
"Apr 15, 2008",284.559
"Apr 16, 2008",282.952
"Apr 17, 2008",283.009
"Apr 18, 2008",283.743
"Apr 19, 2008",283.749
"Apr 20, 2008",284.271
"Apr 21, 2008",285.427
"Apr 22, 2008",285.668
"Apr 23, 2008",286.234
"Apr 24, 2008",286.112
"Apr 25, 2008",286.75
