system:time_start,Uttaranchal
"Jan 1, 2002",271.746
"Jan 2, 2002",272.591
"Jan 3, 2002",273.403
"Jan 4, 2002",274.013
"Jan 5, 2002",274.119
"Jan 6, 2002",273.812
"Jan 7, 2002",273.204
"Jan 8, 2002",273.503
"Jan 9, 2002",273.705
"Jan 10, 2002",273.885
"Jan 11, 2002",275.213
"Jan 12, 2002",276.395
"Jan 13, 2002",278.039
"Jan 14, 2002",276.433
"Jan 15, 2002",274.806
"Jan 16, 2002",273.668
"Jan 17, 2002",273.129
"Jan 18, 2002",272.593
"Jan 19, 2002",272.746
"Jan 20, 2002",270.919
"Jan 21, 2002",271.244
"Jan 22, 2002",271.302
"Jan 23, 2002",271.011
"Jan 24, 2002",271.065
"Jan 25, 2002",272.039
"Jan 26, 2002",272.268
"Jan 27, 2002",270.167
"Jan 28, 2002",270.026
"Jan 29, 2002",270.033
"Jan 30, 2002",271.672
"Jan 31, 2002",272.729
"Feb 1, 2002",274.653
"Feb 2, 2002",274.189
"Feb 3, 2002",273.308
"Feb 4, 2002",274.677
"Feb 5, 2002",275.143
"Feb 6, 2002",274.921
"Feb 7, 2002",275.266
"Feb 8, 2002",274.503
"Feb 9, 2002",274.083
"Feb 10, 2002",275.432
"Feb 11, 2002",273.114
"Feb 12, 2002",273.14
"Feb 13, 2002",274.778
"Feb 14, 2002",276.018
"Feb 15, 2002",276.71
"Feb 16, 2002",277.904
"Feb 17, 2002",277.315
"Feb 18, 2002",276.135
"Feb 19, 2002",276.422
"Feb 20, 2002",276.994
"Feb 21, 2002",276.177
"Feb 22, 2002",277.785
"Feb 23, 2002",275.974
"Feb 24, 2002",277.221
"Feb 25, 2002",274.467
"Feb 26, 2002",275.117
"Feb 27, 2002",275.55
"Feb 28, 2002",277.66
"Mar 1, 2002",277.433
"Mar 2, 2002",276.013
"Mar 3, 2002",275.573
"Mar 4, 2002",276.336
"Mar 5, 2002",275.763
"Mar 6, 2002",276.126
"Mar 7, 2002",277.557
"Mar 8, 2002",277.037
"Mar 9, 2002",278.713
"Mar 10, 2002",278.779
"Mar 11, 2002",279.282
"Mar 12, 2002",280.392
"Mar 13, 2002",278.876
"Mar 14, 2002",279.151
"Mar 15, 2002",279.242
"Mar 16, 2002",280.007
"Mar 17, 2002",280.706
"Mar 18, 2002",281.505
"Mar 19, 2002",282.403
"Mar 20, 2002",282.974
"Mar 21, 2002",281.592
"Mar 22, 2002",282.004
"Mar 23, 2002",282.335
"Mar 24, 2002",282.218
"Mar 25, 2002",281.354
"Mar 26, 2002",281.345
"Mar 27, 2002",281.249
"Mar 28, 2002",280.719
"Mar 29, 2002",281.473
"Mar 30, 2002",282.497
"Mar 31, 2002",283.588
"Apr 1, 2002",281.824
"Apr 2, 2002",280.1
"Apr 3, 2002",281.598
"Apr 4, 2002",284.023
"Apr 5, 2002",283.943
"Apr 6, 2002",285.523
"Apr 7, 2002",284.27
"Apr 8, 2002",283.685
"Apr 9, 2002",282.726
"Apr 10, 2002",281.62
"Apr 11, 2002",281.826
"Apr 12, 2002",284.718
"Apr 13, 2002",285.233
"Apr 14, 2002",286.273
"Apr 15, 2002",287.54
"Apr 16, 2002",287.773
"Apr 17, 2002",286.958
"Apr 18, 2002",286.858
"Apr 19, 2002",287.272
"Apr 20, 2002",286.991
"Apr 21, 2002",287.263
"Apr 22, 2002",288.001
"Apr 23, 2002",287.839
"Apr 24, 2002",286.346
"Apr 25, 2002",284.368
"Apr 26, 2002",282.802
"Apr 27, 2002",284.977
"Apr 28, 2002",284.501
"Apr 29, 2002",282.673
"Apr 30, 2002",285.28
"May 1, 2002",285.897
"May 2, 2002",285.952
"May 3, 2002",286.037
"May 4, 2002",287.456
"May 5, 2002",286.737
"May 6, 2002",287.524
"May 7, 2002",286.501
"May 8, 2002",288.559
"May 9, 2002",289.434
"May 10, 2002",289.143
"May 11, 2002",288.73
"May 12, 2002",290.123
"May 13, 2002",290.561
"May 14, 2002",289.777
"May 15, 2002",290.08
"May 16, 2002",288.957
"May 17, 2002",289.974
"May 18, 2002",289.628
"May 19, 2002",288.829
"May 20, 2002",287.745
"May 21, 2002",288.103
"May 22, 2002",289.937
"May 23, 2002",289.82
"May 24, 2002",289.29
"May 25, 2002",286.091
"May 26, 2002",285.539
"May 27, 2002",287.736
"May 28, 2002",285.045
"May 29, 2002",284.929
"May 30, 2002",286.131
"May 31, 2002",286.959
"Jun 1, 2002",285.89
"Jun 2, 2002",287.459
"Jun 3, 2002",288.358
"Jun 4, 2002",288.876
"Jun 5, 2002",288.383
"Jun 6, 2002",289.213
"Jun 7, 2002",289.534
"Jun 8, 2002",291.198
"Jun 9, 2002",290.12
"Jun 10, 2002",290.762
"Jun 11, 2002",289.991
"Jun 12, 2002",288.307
"Jun 13, 2002",289.442
"Jun 14, 2002",288.918
"Jun 15, 2002",290.023
"Jun 16, 2002",288.994
"Jun 17, 2002",289.472
"Jun 18, 2002",289.916
"Jun 19, 2002",289.898
"Jun 20, 2002",290.321
"Jun 21, 2002",290.598
"Jun 22, 2002",292.122
"Jun 23, 2002",292.248
"Jun 24, 2002",289.832
"Jun 25, 2002",291.294
"Jun 26, 2002",291.297
"Jun 27, 2002",290.418
"Jun 28, 2002",291.059
"Jun 29, 2002",291.848
"Jun 30, 2002",291.903
"Jul 1, 2002",292.514
