system:time_start,Uttaranchal
"Jan 1, 1984",271.145
"Jan 2, 1984",270.982
"Jan 3, 1984",272.87
"Jan 4, 1984",272.573
"Jan 5, 1984",271.387
"Jan 6, 1984",268.913
"Jan 7, 1984",269.381
"Jan 8, 1984",270.252
"Jan 9, 1984",272.86
"Jan 10, 1984",272.995
"Jan 11, 1984",273.052
"Jan 12, 1984",275.745
"Jan 13, 1984",274.775
"Jan 14, 1984",273.488
"Jan 15, 1984",272.945
"Jan 16, 1984",269.407
"Jan 17, 1984",270.1
"Jan 18, 1984",273.062
"Jan 19, 1984",271.679
"Jan 20, 1984",271.774
"Jan 21, 1984",271.811
"Jan 22, 1984",270.692
"Jan 23, 1984",269.347
"Jan 24, 1984",270.997
"Jan 25, 1984",270.486
"Jan 26, 1984",270.572
"Jan 27, 1984",271.129
"Jan 28, 1984",271.65
"Jan 29, 1984",271.574
"Jan 30, 1984",273.205
"Jan 31, 1984",273.15
"Feb 1, 1984",274.289
"Feb 2, 1984",275.943
"Feb 3, 1984",274.755
"Feb 4, 1984",272.593
"Feb 5, 1984",271.557
"Feb 6, 1984",272.066
"Feb 7, 1984",273.617
"Feb 8, 1984",271.879
"Feb 9, 1984",273.904
"Feb 10, 1984",273.534
"Feb 11, 1984",272.701
"Feb 12, 1984",272.002
"Feb 13, 1984",273.391
"Feb 14, 1984",275.395
"Feb 15, 1984",275.645
"Feb 16, 1984",275.945
"Feb 17, 1984",276.337
"Feb 18, 1984",275.308
"Feb 19, 1984",275.37
"Feb 20, 1984",274.774
"Feb 21, 1984",272.617
"Feb 22, 1984",271.8
"Feb 23, 1984",271.305
"Feb 24, 1984",270.212
"Feb 25, 1984",271.455
"Feb 26, 1984",273.452
"Feb 27, 1984",274.346
"Feb 28, 1984",274.786
"Feb 29, 1984",274.637
"Mar 1, 1984",277.257
"Mar 2, 1984",277.173
"Mar 3, 1984",277.476
"Mar 4, 1984",276.292
"Mar 5, 1984",276.641
"Mar 6, 1984",277.968
"Mar 7, 1984",277.675
"Mar 8, 1984",278.594
"Mar 9, 1984",279.05
"Mar 10, 1984",279.795
"Mar 11, 1984",279.561
"Mar 12, 1984",280.085
"Mar 13, 1984",280.11
"Mar 14, 1984",279.675
"Mar 15, 1984",280.911
"Mar 16, 1984",281.833
"Mar 17, 1984",282.481
"Mar 18, 1984",281.304
"Mar 19, 1984",278.055
"Mar 20, 1984",278.905
"Mar 21, 1984",280.933
"Mar 22, 1984",282.256
"Mar 23, 1984",282.286
"Mar 24, 1984",283.63
"Mar 25, 1984",283.903
"Mar 26, 1984",282.035
"Mar 27, 1984",281.913
"Mar 28, 1984",283.637
"Mar 29, 1984",284.248
"Mar 30, 1984",284.425
"Mar 31, 1984",284.187
"Apr 1, 1984",284.153
"Apr 2, 1984",283.962
"Apr 3, 1984",282.672
"Apr 4, 1984",281.923
"Apr 5, 1984",281.952
"Apr 6, 1984",281.635
"Apr 7, 1984",281.634
"Apr 8, 1984",281.865
"Apr 9, 1984",279.824
"Apr 10, 1984",280.394
"Apr 11, 1984",281.1
"Apr 12, 1984",282.676
"Apr 13, 1984",284.294
"Apr 14, 1984",284.873
"Apr 15, 1984",285.529
"Apr 16, 1984",285.553
"Apr 17, 1984",285.599
"Apr 18, 1984",285.588
"Apr 19, 1984",285.576
"Apr 20, 1984",285.64
"Apr 21, 1984",283.48
"Apr 22, 1984",281.585
"Apr 23, 1984",283.176
"Apr 24, 1984",284.218
"Apr 25, 1984",285.319
"Apr 26, 1984",286.372
"Apr 27, 1984",286.144
"Apr 28, 1984",285.343
"Apr 29, 1984",285.227
"Apr 30, 1984",284.532
"May 1, 1984",285.211
"May 2, 1984",286.616
"May 3, 1984",287.307
"May 4, 1984",288.164
"May 5, 1984",288.372
"May 6, 1984",288.477
"May 7, 1984",288.426
"May 8, 1984",287.614
"May 9, 1984",287.682
"May 10, 1984",287.296
"May 11, 1984",287.38
"May 12, 1984",288.685
"May 13, 1984",289.658
"May 14, 1984",289.467
"May 15, 1984",289.558
"May 16, 1984",290.159
"May 17, 1984",289.937
"May 18, 1984",289.508
"May 19, 1984",291.055
"May 20, 1984",291.107
"May 21, 1984",290.638
"May 22, 1984",291.096
"May 23, 1984",292.238
"May 24, 1984",292.517
"May 25, 1984",292.521
"May 26, 1984",291.84
"May 27, 1984",291.238
"May 28, 1984",290.434
"May 29, 1984",290.256
"May 30, 1984",291.034
"May 31, 1984",292.935
"Jun 1, 1984",293.037
"Jun 2, 1984",293.521
"Jun 3, 1984",293.653
"Jun 4, 1984",291.447
"Jun 5, 1984",289.65
"Jun 6, 1984",290.804
"Jun 7, 1984",290.866
"Jun 8, 1984",290.536
"Jun 9, 1984",290.608
"Jun 10, 1984",290.057
"Jun 11, 1984",288.395
"Jun 12, 1984",288.611
"Jun 13, 1984",289.735
"Jun 14, 1984",290.263
"Jun 15, 1984",290.742
"Jun 16, 1984",292.057
"Jun 17, 1984",290.684
"Jun 18, 1984",288.474
"Jun 19, 1984",287.859
"Jun 20, 1984",288.19
"Jun 21, 1984",290.062
"Jun 22, 1984",290.514
"Jun 23, 1984",291.129
"Jun 24, 1984",291.54
"Jun 25, 1984",291.284
"Jun 26, 1984",291.019
